gene2	None	gene9	gene13	gene10	gene14	gene4	gene20	gene11	gene18	gene1	gene6	gene17	gene8	gene12	gene19	gene15	gene7	gene16	gene5	cov1	cov2	trait1	cov3	cov4	PRS
1385.98	0.0	0.0	1813.18	0.0	0.0	0.0	1034.75	399.228	1051.39	313.151	0.0	4605.66	0.0	1061.91	870.8610000000001	443.971	527.624	411.12800000000004	31710.0	0	-0.7763825221487524	0	14.094220642899833	48.942475068556824	49.7655
0.0	498.774	0.0	0.0	370.37199999999996	384.01300000000003	762.174	3808.83	0.0	0.0	402.515	0.0	25025.5	0.0	0.0	0.0	0.0	0.0	241.895	32966.0	0	-4.053012155757563	0	13.125206191461027	37.80446725464572	51.118
0.0	0.0	0.0	0.0	0.0	1674.75	369.286	644.5740000000002	0.0	461.269	1759.55	491.827	12338.9	406.408	0.0	644.581	0.0	381.465	1285.28	23439.7	1	8.248342469240574	0	10.956611576545614	31.23083013959621	39.0709
0.0	1814.14	0.0	479.121	571.812	0.0	511.152	2894.11	834.545	0.0	913.0	0.0	7139.98	0.0	601.986	4373.04	0.0	589.004	267.872	25841.6	1	-5.215397611769324	0	13.162013328862946	36.696502510131936	-33.1387
308.165	0.0	0.0	0.0	0.0	587.7909999999998	511.152	0.0	2111.74	0.0	913.0	0.0	12338.9	0.0	0.0	1514.64	0.0	381.465	0.0	30499.4	1	6.395075291073983	0	12.144821678434743	46.58162666469418	32.0533
0.0	476.353	0.0	0.0	0.0	0.0	290.223	0.0	0.0	427.92900000000003	491.245	837.148	4605.66	0.0	0.0	0.0	443.971	431.129	1200.55	24928.1	0	-4.320712344932575	0	11.31273980579818	45.41510059739825	-59.253
308.165	0.0	0.0	546.309	0.0	0.0	0.0	0.0	0.0	0.0	1689.19	0.0	8858.41	748.8539999999997	0.0	0.0	0.0	0.0	637.42	36138.5	1	-3.218289029629198	1	12.994892876694026	39.14259885035976	13.8028
0.0	0.0	348.704	0.0	0.0	0.0	0.0	4675.08	1365.72	0.0	296.759	0.0	18534.9	0.0	0.0	1170.89	0.0	0.0	205.252	31585.1	0	3.2425914142916805	0	9.292697608320148	43.155317910481926	29.4372
509.10699999999997	281.265	0.0	437.574	1248.13	798.5039999999997	0.0	0.0	0.0	0.0	1390.4	0.0	4605.66	0.0	578.997	0.0	0.0	459.973	2397.72	28292.7	0	4.562242262200017	0	12.087592193329272	40.11632492708533	21.6478
0.0	0.0	0.0	373.093	482.457	2723.5	489.624	577.819	942.855	0.0	1390.4	0.0	3185.72	0.0	0.0	367.37800000000004	0.0	584.476	0.0	36062.9	1	-3.231913581400212	0	12.322935767052028	40.332892876952116	-100.052
0.0	0.0	0.0	0.0	0.0	0.0	1125.85	1842.33	0.0	368.69	0.0	0.0	17971.6	0.0	0.0	1001.51	0.0	0.0	260.226	50252.9	0	-9.33009540367156	1	11.938159111778988	26.021840008449026	110.35600000000001
308.165	0.0	0.0	828.814	3530.53	0.0	499.334	306.786	0.0	6856.43	1124.97	837.148	17672.4	517.938	315.904	1031.57	0.0	431.129	0.0	30245.6	1	-4.163566677973384	0	11.925875764728186	40.30159001221841	163.007
0.0	0.0	0.0	489.645	0.0	1255.35	0.0	707.7860000000003	0.0	0.0	0.0	0.0	22135.0	0.0	0.0	0.0	0.0	1632.65	0.0	26623.0	0	-3.3095701800657897	1	13.844296265169499	27.0337466860292	22.6833
0.0	498.774	0.0	584.521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28967.6	517.938	251.65599999999998	0.0	1325.79	0.0	0.0	30162.2	0	-1.6791054603966515	0	11.14903659500845	45.52743142873086	52.7497
0.0	590.286	0.0	2511.19	0.0	0.0	0.0	0.0	0.0	0.0	541.3330000000002	0.0	30699.4	949.347	0.0	0.0	0.0	0.0	595.619	46010.8	0	4.446716691419508	1	12.252385513732452	34.5079201903844	-102.37200000000001
0.0	0.0	0.0	584.521	571.812	0.0	0.0	820.5310000000003	0.0	368.69	0.0	0.0	17426.7	0.0	0.0	700.94	0.0	606.51	260.226	52432.7	0	-2.4992220071557925	1	11.5657394452855	25.1860298560128	176.21900000000005
308.165	0.0	0.0	0.0	764.462	0.0	0.0	0.0	0.0	0.0	1751.56	0.0	4605.66	482.603	1789.18	700.94	0.0	0.0	0.0	50812.0	1	-9.550178963383354	1	12.915771152250542	30.31542546968926	5.92465
883.1289999999997	0.0	0.0	0.0	0.0	0.0	932.758	489.879	0.0	0.0	2965.95	0.0	18305.1	949.347	0.0	0.0	234.231	0.0	0.0	38540.6	0	-0.971853567864722	0	10.315292816492994	42.63081210443086	58.0982
0.0	1231.03	0.0	0.0	0.0	0.0	0.0	1112.55	0.0	0.0	0.0	0.0	17803.8	0.0	0.0	386.991	0.0	0.0	0.0	48917.7	0	-6.575972690169296	0	10.100482088722028	39.56771757449812	173.071
216.32	0.0	498.207	304.5420000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4950.5	266.251	951.663	338.5	886.307	0.0	495.32300000000004	39240.2	0	1.608661682733259	0	11.305947479588434	30.999163180383643	-86.9394
0.0	0.0	554.953	0.0	0.0	0.0	0.0	0.0	0.0	737.02	2315.31	0.0	6370.44	0.0	0.0	1025.19	1688.54	530.664	4642.96	21624.9	0	-5.2832716590141136	0	11.364205537598094	46.93317670854589	-65.352
567.812	0.0	0.0	1039.18	0.0	4018.98	499.334	0.0	1541.94	0.0	490.38599999999997	539.243	9603.2	709.5319999999997	0.0	0.0	2963.56	1053.92	5539.32	25618.2	1	-1.715214745209488	0	11.405542712770426	41.51043722638187	-19.4999
210.924	0.0	0.0	503.379	0.0	0.0	0.0	369.551	0.0	0.0	0.0	0.0	24570.5	0.0	0.0	0.0	0.0	0.0	0.0	23960.7	0	-8.590777846434477	0	9.655521558093394	46.375588704114676	124.633
0.0	0.0	0.0	1085.08	0.0	0.0	0.0	0.0	0.0	0.0	606.125	0.0	34752.8	0.0	601.871	4915.44	0.0	0.0	1151.77	25308.2	0	0.29633232696198464	0	14.075245722146153	34.114114374541764	110.977
210.924	0.0	0.0	0.0	0.0	1323.92	686.471	218.94299999999998	0.0	0.0	591.303	0.0	29278.3	0.0	0.0	0.0	901.175	0.0	0.0	34362.5	0	-4.1995903824867815	0	13.986090647834814	37.069760418353184	-14.8829
553.997	0.0	0.0	0.0	0.0	0.0	1096.24	0.0	0.0	0.0	541.53	777.5189999999999	19537.5	0.0	0.0	1025.19	4790.67	811.623	12133.7	35441.9	1	8.344638352690422	0	11.984888877632528	35.58098290871976	144.59799999999996
0.0	0.0	1774.65	0.0	0.0	0.0	290.223	796.665	0.0	0.0	0.0	0.0	29833.5	0.0	528.5740000000002	386.991	657.2719999999998	0.0	907.559	25199.9	1	-2.67151312150906	0	11.910350786273954	38.932329039254434	223.40400000000002
0.0	0.0	0.0	0.0	699.635	0.0	0.0	719.8380000000003	0.0	0.0	0.0	369.76599999999996	16112.4	0.0	0.0	0.0	0.0	221.021	0.0	31379.8	0	2.034037366501128	0	8.481338620031924	48.48555378459629	-85.8846
284.967	727.548	324.26099999999997	726.046	0.0	0.0	0.0	0.0	245.13299999999998	0.0	0.0	0.0	20629.2	0.0	0.0	0.0	0.0	396.083	0.0	46806.9	1	-3.0599007237388767	1	12.289690652964232	35.767937866358025	-14.8903
0.0	1126.24	289.12	1648.59	833.309	0.0	945.27	0.0	248.555	0.0	1138.83	0.0	4950.5	0.0	578.997	276.08099999999996	0.0	517.035	551.524	52305.5	1	2.1746385396853443	1	11.979862920915036	28.45529737371263	-8.494069999999999
0.0	0.0	0.0	1319.08	491.14	0.0	0.0	440.925	731.54	0.0	1020.41	0.0	6476.4	0.0	0.0	0.0	657.2719999999998	0.0	0.0	49107.6	0	5.664336572478996	0	11.08486576628081	32.047711579697726	-117.95200000000001
578.7869999999998	249.13299999999998	0.0	747.278	1179.51	0.0	0.0	1117.32	616.55	544.9540000000002	0.0	0.0	16112.4	0.0	1580.62	0.0	0.0	0.0	0.0	25359.6	0	1.0637027721066157	0	9.969405212582217	43.25442990126091	235.495
0.0	0.0	1092.62	498.1	21504.4	2333.69	0.0	4013.38	0.0	0.0	0.0	0.0	15861.9	482.603	0.0	0.0	678.8860000000002	0.0	1112.44	50197.9	0	12.51639682717116	0	13.327759229715669	44.89674251385229	-122.47
0.0	0.0	0.0	0.0	0.0	1229.94	0.0	1220.9	0.0	0.0	313.151	289.94	15865.9	0.0	389.369	0.0	1842.71	699.313	821.097	62795.3	0	-3.5252068840288366	1	12.392108107765374	25.95129128924137	-105.125
0.0	0.0	0.0	919.117	0.0	0.0	0.0	1570.87	0.0	0.0	0.0	0.0	20557.1	0.0	0.0	1005.47	1367.42	426.105	0.0	56214.7	0	7.244540631903298	0	8.112795120371121	36.21120520694834	-104.735
0.0	1664.4	0.0	958.73	0.0	2487.93	0.0	1112.55	0.0	381.853	0.0	0.0	30493.4	0.0	0.0	0.0	0.0	0.0	1074.53	23465.3	0	-0.5603409181416072	1	14.69449990902441	38.307293746861724	169.084
864.8589999999997	299.368	666.32	371.461	764.462	0.0	0.0	0.0	889.7819999999997	0.0	0.0	0.0	15489.0	0.0	715.439	0.0	0.0	399.666	339.439	36727.9	0	5.882013952582026	0	11.563995053273409	32.36222066846204	40.1747
1964.77	0.0	0.0	0.0	0.0	0.0	0.0	524.439	0.0	0.0	313.151	0.0	16567.3	0.0	0.0	0.0	0.0	0.0	881.4760000000001	22925.7	0	-3.279701837166466	0	11.331513779687867	38.67240455840216	138.123
314.551	0.0	0.0	1253.08	0.0	1227.03	590.956	301.545	569.793	481.61400000000003	0.0	0.0	13469.5	0.0	0.0	386.991	0.0	781.1310000000003	0.0	43521.0	1	-2.1562006603058945	1	14.137624956948828	25.35846566633668	-116.071
0.0	0.0	0.0	0.0	381.038	0.0	601.814	945.238	0.0	0.0	0.0	0.0	8072.36	0.0	0.0	1073.68	586.395	0.0	0.0	22030.8	1	-3.2015456026227684	0	7.982048903029409	43.41356443789947	142.071
0.0	0.0	0.0	640.893	491.14	1229.94	0.0	0.0	1674.39	0.0	0.0	0.0	17877.1	259.219	0.0	614.394	426.789	478.601	0.0	36863.7	0	0.07576906474055109	1	11.952563653825884	33.882567602627155	-79.9724
0.0	3377.0	288.6690000000001	284.154	0.0	0.0	0.0	4617.79	0.0	0.0	0.0	0.0	17015.7	0.0	1305.43	4542.03	0.0	0.0	0.0	34684.3	1	0.5345685846078079	0	8.529284697276639	37.622164064099906	66.4056
0.0	0.0	940.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17040.3	0.0	0.0	0.0	0.0	0.0	0.0	25834.7	0	-1.7517532879809992	0	12.241084892449248	48.402228862663726	23.7175
0.0	0.0	0.0	398.99	0.0	489.228	0.0	0.0	0.0	0.0	0.0	0.0	6769.46	0.0	0.0	0.0	0.0	404.853	2728.9	22850.1	1	-3.328058441298273	0	13.957271038715039	33.698462196503876	-14.4905
0.0	618.077	1973.55	0.0	897.1239999999997	0.0	0.0	0.0	0.0	0.0	297.53	0.0	23609.7	0.0	0.0	0.0	0.0	0.0	304.469	60763.2	0	-4.83169206492284	1	13.394365529801538	21.98497995018184	58.7219
906.747	0.0	0.0	748.24	381.038	0.0	0.0	577.819	0.0	0.0	1633.94	621.085	15973.5	0.0	0.0	0.0	253.875	0.0	802.539	21763.5	1	-3.812181746225503	0	8.577286256012458	44.93310325079153	106.01100000000001
0.0	0.0	498.207	2849.89	3692.95	1131.82	499.334	0.0	0.0	0.0	0.0	838.091	11289.6	0.0	0.0	0.0	0.0	1485.05	1173.97	31886.2	1	-12.50946433362488	0	12.796322979658001	40.45146335030036	75.9204
0.0	0.0	0.0	3365.15	0.0	1255.35	0.0	688.535	1315.89	0.0	0.0	0.0	30576.0	821.105	0.0	614.394	2253.89	0.0	6240.92	38484.8	0	0.0284265987200414	1	13.771255157923367	34.83544656404405	119.666
0.0	255.519	0.0	229.713	0.0	0.0	679.4010000000002	0.0	0.0	0.0	0.0	0.0	5911.84	0.0	0.0	0.0	1000.61	426.105	313.58	30822.1	1	-5.007704703677876	0	8.117091472801851	30.954036001463475	45.6127
466.499	0.0	1308.28	1233.32	0.0	0.0	0.0	0.0	242.979	0.0	381.51800000000003	0.0	26919.4	0.0	0.0	0.0	0.0	0.0	0.0	23348.7	1	3.8133158842351578	1	14.424774491697194	29.457618309015487	107.92299999999999
0.0	299.368	666.32	371.461	1147.25	0.0	0.0	1641.76	889.7819999999997	3505.35	609.99	0.0	6370.44	0.0	1519.52	0.0	901.175	0.0	0.0	43726.1	0	2.8646995932508217	0	8.034020363074948	30.6171147179396	16.5375
331.17699999999996	0.0	0.0	530.828	379.35	0.0	0.0	0.0	569.793	0.0	0.0	0.0	34669.4	0.0	0.0	614.394	0.0	0.0	304.469	58486.1	1	3.0116246104097257	1	14.290711156920773	38.298075287585284	3.1572
0.0	0.0	0.0	1516.78	474.00300000000004	554.869	0.0	1220.9	0.0	0.0	572.632	0.0	17426.7	0.0	0.0	0.0	0.0	0.0	0.0	25722.3	1	3.4184977054995667	0	13.801723438201476	43.47411660677777	13.3269
284.967	1231.03	0.0	584.521	571.812	0.0	0.0	1080.99	834.545	0.0	0.0	0.0	21039.1	0.0	601.986	534.015	234.231	396.083	0.0	37619.3	0	-6.975772362219825	1	15.504207008343075	31.582737700794958	72.7639
0.0	0.0	0.0	756.748	0.0	0.0	0.0	432.28	0.0	569.78	2068.72	0.0	16403.7	0.0	0.0	544.0880000000002	338.98699999999997	593.887	0.0	24718.1	0	-9.741290076805347	0	8.745068033186653	41.082569673805324	154.526
0.0	0.0	964.454	0.0	327.663	0.0	0.0	7734.48	0.0	427.92900000000003	0.0	0.0	4950.5	0.0	0.0	450.68800000000016	0.0	0.0	595.619	21990.4	1	0.2779413304782509	0	10.012220715654095	46.85440090625042	104.76700000000001
0.0	0.0	0.0	1146.01	0.0	293.88	0.0	0.0	827.288	0.0	1633.68	346.903	4605.66	0.0	0.0	0.0	0.0	0.0	927.3810000000001	45631.8	0	-3.5881388991514913	1	11.580451592248561	23.73357798715502	20.3744
0.0	516.62	0.0	0.0	2282.4	0.0	0.0	524.6709999999998	0.0	0.0	341.145	0.0	16400.2	362.64099999999996	0.0	614.394	0.0	0.0	694.665	39895.5	1	-4.75216574754707	0	7.615869329864683	30.097955315196124	204.66400000000002
698.5269999999997	0.0	1308.28	0.0	0.0	0.0	0.0	1220.9	693.057	0.0	857.8480000000003	0.0	22350.2	624.089	0.0	0.0	0.0	0.0	566.738	34156.3	1	2.891670725515168	0	9.559636108135487	33.756926417940534	222.278
0.0	441.05800000000005	0.0	0.0	0.0	0.0	203.33700000000002	315.58	0.0	544.9540000000002	0.0	0.0	19537.7	1366.95	0.0	0.0	1181.09	459.973	0.0	39221.8	0	0.3733950167550093	0	12.482960901171506	41.212671260995634	-59.3872
0.0	0.0	0.0	834.862	0.0	0.0	0.0	1012.65	0.0	0.0	0.0	0.0	20107.5	1141.25	0.0	530.511	1093.21	589.004	707.315	24565.3	1	-4.44647117140342	0	13.65347854110038	39.74939216849457	-54.7552
556.694	1317.83	324.26099999999997	0.0	0.0	1923.23	0.0	396.773	0.0	0.0	663.73	0.0	16246.5	0.0	0.0	497.849	278.89799999999997	0.0	489.561	39409.9	0	-5.160322678538012	0	10.434922053382607	49.494732777291524	142.247
0.0	498.774	0.0	0.0	280.665	384.01300000000003	0.0	0.0	389.092	0.0	872.377	0.0	13606.7	0.0	0.0	0.0	0.0	0.0	0.0	23419.8	0	0.3198113122657542	0	13.17784269146006	49.556359015309106	293.14
0.0	0.0	0.0	0.0	587.4830000000002	0.0	925.3480000000001	2239.1	383.89	0.0	477.598	0.0	7285.13	0.0	0.0	462.914	0.0	748.645	0.0	40385.8	1	-0.13709637220388912	0	12.410133916271384	35.537584765044045	-73.4671
0.0	0.0	0.0	2064.53	0.0	0.0	0.0	552.19	925.88	0.0	0.0	0.0	6874.5	302.874	2097.35	996.513	586.395	606.51	0.0	38280.5	0	3.0799850830914783	0	12.509061508081743	32.71410095964503	-59.1766
0.0	0.0	0.0	0.0	509.218	0.0	0.0	0.0	354.277	0.0	0.0	0.0	18423.3	0.0	0.0	0.0	0.0	0.0	302.577	22633.3	0	0.463157821242989	0	10.052768017869212	47.37008533074297	250.081
